Fecha,Producto,Ventas
2024-04-19,Servicio: Limpieza Gamer/AIO,1
2024-04-25,Servicio: Limpieza Estandar,1
2024-05-03,Servicio: Limpieza Estandar,1
2024-05-06,Servicio: Limpieza Estandar,1
2024-05-06,Servicio: Formateo,1
2024-05-09,Servicio: Limpieza Estandar,1
2024-05-18,Servicio: Formateo,1
2024-05-18,Servicio: Limpieza Estandar,1
2024-05-20,Servicio: Cambio Fuente Poder,1
2024-05-23,Servicio: Formateo,1
2024-05-23,Servicio: Limpieza Estandar,2
2024-05-25,Servicio: Limpieza Gamer/AIO,1
2024-05-28,Servicio: Formateo,1
2024-05-28,Servicio: Limpieza Estandar,1
2024-06-05,Servicio: Limpieza Estandar,1
2024-06-07,Servicio: Reparacion Bisagras/Display,1
2024-06-07,Servicio: Limpieza Estandar,1
2024-06-16,Servicio: Formateo,1
2024-06-18,Servicio: Formateo,1
2024-06-20,Servicio: Limpieza Estandar,1
2024-06-21,Servicio: Limpieza Estandar,1
2024-06-26,Servicio: Formateo,2
2024-07-09,Servicio: Formateo,1
2024-07-09,Servicio: Limpieza Estandar,1
2024-07-11,Servicio: Formateo,1
2024-07-16,Servicio: Limpieza Gamer/AIO,1
2024-07-17,Servicio: Limpieza Estandar,1
2024-07-18,Servicio: Cambio Fuente Poder,1
2024-07-25,Servicio: Limpieza Estandar,1
2024-07-26,Servicio: Limpieza Estandar,1
2024-07-29,Servicio: Formateo,1
2024-07-29,Servicio: Limpieza Estandar,3
2024-08-03,Servicio: Formateo,1
2024-08-06,Servicio: Formateo,1
2024-08-06,Servicio: Limpieza Estandar,2
2024-08-07,Servicio: Limpieza Estandar,1
2024-08-08,Servicio: Formateo,1
2024-08-08,Servicio: Limpieza Estandar,1
2024-08-09,Servicio: Limpieza Estandar,1
2024-08-09,Servicio: Formateo,1
2024-08-12,Servicio: Limpieza Gamer/AIO,1
2024-08-15,Servicio: Limpieza Estandar,2
2024-08-15,Servicio: Programas Basicos,1
2024-08-19,Servicio: Limpieza Estandar,3
2024-08-19,Servicio: Reparacion Bisagras/Display,1
2024-08-20,Servicio: Equipo Lento (Diagnostico),1
2024-08-20,Servicio: Programas Basicos,2
2024-08-21,Servicio: Formateo,4
2024-08-22,Servicio: Limpieza Estandar,1
2024-08-23,Servicio: Programas Basicos,1
2024-08-23,Servicio: Limpieza Estandar,1
2024-08-24,Servicio: Limpieza Estandar,1
2024-08-26,Servicio: Formateo,1
2024-08-31,Servicio: Formateo,1
2024-09-02,Servicio: Limpieza Estandar,3
2024-09-02,Servicio: Reparacion Bisagras/Display,1
2024-09-03,Servicio: Limpieza Gamer/AIO,1
2024-09-11,Servicio: Reparacion Bisagras/Display,1
2024-09-13,Servicio: Formateo,1
2024-09-17,Servicio: Limpieza Estandar,1
2024-09-18,Servicio: Formateo,2
2024-09-18,Servicio: Limpieza Estandar,1
2024-09-20,Servicio: Programas Especialidad,2
2024-09-20,Servicio: Programas Basicos,1
2024-09-20,Servicio: Cambio Fuente Poder,1
2024-09-20,Servicio: Limpieza Estandar,1
2024-09-23,Servicio: Limpieza Estandar,1
2024-09-24,Servicio: Formateo,2
2024-09-26,Servicio: Reparacion Bisagras/Display,1
2024-09-27,Servicio: Limpieza Estandar,1
2024-09-30,Servicio: Formateo,1
2024-10-10,Servicio: Formateo,2
2024-10-10,Servicio: Limpieza Estandar,1
2024-10-11,Servicio: Limpieza Estandar,1
2024-10-17,Servicio: Formateo,1
2024-10-24,Servicio: Limpieza Gamer/AIO,1
2024-10-31,Servicio: Formateo,2
2024-11-04,Servicio: Formateo,1
2024-11-06,Servicio: Cambio Teclado,1
2024-11-06,Servicio: Limpieza Estandar,1
2024-11-13,Servicio: Formateo,1
2024-11-15,Servicio: Limpieza Estandar,1
2024-11-20,Servicio: Limpieza Estandar,1
2024-11-25,Servicio: Formateo,1
2024-11-26,Servicio: Formateo,1
2024-11-26,Servicio: Limpieza Estandar,1
2024-11-27,Servicio: Limpieza Estandar,1
2024-11-29,Servicio: Formateo,2
2024-12-01,Servicio: Programas Basicos,1
2024-12-01,Servicio: Limpieza Estandar,3
2024-12-12,Servicio: Cambio Teclado,1
2024-12-12,Servicio: Formateo,4
2025-01-06,Servicio: Formateo,1
2025-01-06,Servicio: Limpieza Estandar,1
2025-01-07,Servicio: Cambio Fuente Poder,1
2025-01-07,Servicio: Formateo,1
2025-01-08,Servicio: Reparacion Bisagras/Display,1
2025-01-09,Servicio: Formateo,1
2025-01-17,Servicio: Reparacion Bisagras/Display,2
2025-01-17,Servicio: Formateo,1
2025-01-20,Servicio: Reparacion Bisagras/Display,1
2025-01-20,Servicio: Limpieza Gamer/AIO,1
2025-01-20,Servicio: Formateo,1
2025-01-20,Servicio: Limpieza Estandar,2
2025-01-27,Servicio: Formateo,1
2025-01-28,Servicio: Formateo,1
2025-01-29,Servicio: Limpieza Gamer/AIO,1
2025-01-30,Servicio: Limpieza Estandar,2
2025-01-30,Servicio: Limpieza Gamer/AIO,1
2025-01-31,Servicio: Formateo,1
2025-02-04,Servicio: Formateo,2
2025-02-04,Servicio: Limpieza Estandar,1
2025-02-06,Servicio: Formateo,1
2025-02-13,Servicio: Limpieza Estandar,1
2025-03-05,Servicio: Limpieza Estandar,1
2025-03-06,Servicio: Formateo,1
2025-03-12,Servicio: Limpieza Estandar,1
2025-03-20,Servicio: Formateo,1
2025-03-24,Servicio: Formateo,1
2025-04-02,Servicio: Reparacion Bisagras/Display,2
2025-04-23,Servicio: Formateo,1
2025-04-23,Servicio: Programas Especialidad,1
2025-04-30,Servicio: Limpieza Estandar,1
2025-05-09,Servicio: Limpieza Estandar,1
2025-05-09,Servicio: Reparacion Bisagras/Display,1
2025-05-12,Servicio: Limpieza Estandar,1
2025-05-14,Servicio: Limpieza Estandar,1
2025-05-14,Servicio: Formateo,1
2025-05-15,Servicio: Limpieza Estandar,1
2025-05-16,Servicio: Limpieza Estandar,3
2025-05-19,Servicio: Limpieza Estandar,1
2025-05-22,Servicio: Formateo,1
2025-06-09,Servicio: Formateo,1
2025-06-09,Servicio: Limpieza Estandar,1
2025-06-16,Servicio: Formateo,1
2025-06-20,Servicio: Formateo,1
2025-06-20,Servicio: Limpieza Estandar,2
2025-06-20,Servicio: Programas Especialidad,1
2025-06-24,Servicio: Limpieza Estandar,1
2025-06-25,Servicio: Limpieza Estandar,2
2025-06-28,Servicio: Reparacion Bisagras/Display,1
2025-07-02,Servicio: Programas Basicos,2
2025-07-04,Servicio: Formateo,4
2025-07-04,Servicio: Limpieza Estandar,4
2025-07-08,Servicio: Formateo,6
2025-07-08,Servicio: Limpieza Estandar,3
2025-07-14,Servicio: Formateo,1
2025-07-19,Servicio: Formateo,1
2025-07-24,Servicio: Formateo,1
2025-07-24,Servicio: Limpieza Estandar,2
2025-07-29,Servicio: Reparacion Bisagras/Display,1
2025-07-29,Servicio: Formateo,2
2025-07-30,Servicio: Formateo,2
2025-07-31,Servicio: Formateo,2
2025-07-31,Servicio: Limpieza Estandar,1
2025-08-07,Servicio: Limpieza Estandar,3
2025-08-08,Servicio: Formateo,1
2025-08-08,Servicio: Limpieza Estandar,1
2025-08-15,Servicio: Limpieza Estandar,1
2025-08-18,Servicio: Formateo,1
2025-08-21,Servicio: Limpieza Estandar,1
2025-08-21,Servicio: Cambio Fuente Poder,1
2025-08-21,Servicio: Formateo,2
2025-08-25,Servicio: Formateo,1
2025-08-27,Servicio: Limpieza Estandar,3
2025-08-28,Servicio: Limpieza Estandar,1
2025-08-28,Servicio: Reparacion Bisagras/Display,1
2025-08-31,Servicio: Limpieza Estandar,1
2025-09-01,Servicio: Cambio Teclado,1
2025-09-01,Servicio: Limpieza Estandar,2
2025-09-03,Servicio: Programas Basicos,1
2025-09-08,Servicio: Formateo,1
2025-09-08,Servicio: Limpieza Estandar,2
2025-09-08,Servicio: Reparacion Bisagras/Display,1
2025-09-09,Servicio: Formateo,2
2025-09-11,Servicio: Limpieza Estandar,1
2025-09-12,Servicio: Formateo,3
2025-09-18,Servicio: Limpieza Estandar,1
2025-09-19,Servicio: Formateo,1
2025-09-20,Servicio: Cambio Fuente Poder,1
2025-09-20,Servicio: Limpieza Estandar,1
2025-09-26,Servicio: Limpieza Estandar,1
2025-09-30,Servicio: Limpieza Estandar,2
2025-10-03,Servicio: Limpieza Estandar,1
2025-10-03,Servicio: Limpieza Gamer/AIO,1
2025-10-03,Servicio: Reparacion Bisagras/Display,1
2025-10-07,Servicio: Formateo,1
2025-10-10,Servicio: Limpieza Estandar,1
2025-10-10,Servicio: Formateo,1
2025-10-11,Servicio: Formateo,1
2025-10-14,Servicio: Formateo,1
2025-10-15,Servicio: Formateo,1
2025-10-16,Servicio: Limpieza Estandar,1
2025-10-20,Servicio: Formateo,1
2025-10-20,Servicio: Limpieza Estandar,1
2025-10-22,Servicio: Limpieza Gamer/AIO,1
2025-11-05,Servicio: Formateo,1
2025-11-05,Servicio: Programas Basicos,1
2025-11-06,Servicio: Limpieza Estandar,1
2025-11-06,Servicio: Formateo,1
2025-11-07,Servicio: Limpieza Estandar,1
2025-11-09,Servicio: Formateo,1
2025-11-10,Servicio: Formateo,1
2025-11-11,Servicio: Formateo,1
2025-11-11,Servicio: Reparacion Bisagras/Display,1
2025-11-15,Servicio: Limpieza Estandar,1
2025-12-08,Servicio: Formateo,1
2025-12-08,Servicio: Limpieza Estandar,1
2025-12-09,Servicio: Formateo,1
2025-12-20,Servicio: Formateo,1
2025-12-20,Servicio: Limpieza Estandar,1
2025-12-29,Servicio: Limpieza Estandar,1
2025-12-29,Servicio: Reparacion Bisagras/Display,1
2025-12-30,Servicio: Reparacion Bisagras/Display,2
2025-12-30,Servicio: Limpieza Estandar,1
2025-12-31,Servicio: Cambio Fuente Poder,1
2026-01-06,Servicio: Limpieza Estandar,2
2026-01-12,Servicio: Limpieza Estandar,1
2026-01-15,Servicio: Reparacion Bisagras/Display,1
2026-01-19,Servicio: Formateo,1
2026-01-19,Servicio: Limpieza Estandar,2
2026-01-23,Servicio: Formateo,1
2026-01-23,Servicio: Limpieza Estandar,2
2026-01-23,Servicio: Reparacion Bisagras/Display,1
2026-01-30,Servicio: Limpieza Estandar,2
2026-02-05,Servicio: Limpieza Estandar,6
