Fecha,Producto,Ventas
2024-06-06,Cerveza Pacifico,70
2025-07-22,Bloqueador Solar,25
2024-10-22,Hielo en Bolsa,60
2025-12-29,Cerveza Pacifico,80
2025-08-03,Hielo en Bolsa,109
2025-10-02,Bloqueador Solar,19
2024-08-09,Bloqueador Solar,56
2025-03-10,Hielo en Bolsa,36
2024-04-09,Cerveza Pacifico,247
2026-02-03,Hielo en Bolsa,44
2025-05-01,Bloqueador Solar,36
2024-03-21,Bloqueador Solar,41
2024-04-05,Bloqueador Solar,230
2024-04-13,Cerveza Pacifico,260
2026-01-18,Hielo en Bolsa,92
2025-12-07,Cerveza Pacifico,105
2024-12-07,Bloqueador Solar,67
2024-08-05,Cerveza Pacifico,73
2025-02-07,Cerveza Pacifico,126
2025-10-26,Hielo en Bolsa,80
2024-08-19,Bloqueador Solar,18
2025-01-02,Hielo en Bolsa,55
2025-02-22,Bloqueador Solar,192
2025-10-24,Hielo en Bolsa,94
2025-04-24,Hielo en Bolsa,41
2025-04-06,Hielo en Bolsa,242
2024-08-30,Bloqueador Solar,73
2024-04-15,Hielo en Bolsa,198
2024-06-10,Bloqueador Solar,30
2024-06-01,Cerveza Pacifico,135
2024-04-05,Hielo en Bolsa,252
2024-09-14,Cerveza Pacifico,136
2025-04-05,Hielo en Bolsa,256
2024-02-04,Bloqueador Solar,76
2025-01-01,Cerveza Pacifico,92
2024-09-02,Bloqueador Solar,35
2024-11-10,Cerveza Pacifico,129
2025-07-14,Hielo en Bolsa,59
2025-07-20,Hielo en Bolsa,77
2025-09-15,Bloqueador Solar,17
2025-01-07,Hielo en Bolsa,67
2025-08-14,Bloqueador Solar,46
2025-11-16,Cerveza Pacifico,117
2024-09-15,Cerveza Pacifico,124
2024-04-15,Cerveza Pacifico,216
2025-03-30,Hielo en Bolsa,85
2025-07-25,Bloqueador Solar,66
2024-02-27,Bloqueador Solar,37
2025-06-02,Hielo en Bolsa,53
2025-08-02,Cerveza Pacifico,133
2025-11-24,Cerveza Pacifico,91
2025-09-06,Bloqueador Solar,61
2025-01-24,Bloqueador Solar,63
2025-12-18,Bloqueador Solar,17
2024-01-25,Cerveza Pacifico,99
2025-11-28,Cerveza Pacifico,113
2024-07-31,Bloqueador Solar,31
2025-12-16,Hielo en Bolsa,38
2025-09-23,Cerveza Pacifico,81
2024-11-09,Hielo en Bolsa,107
2025-06-11,Hielo en Bolsa,49
2024-12-10,Bloqueador Solar,48
2025-07-26,Cerveza Pacifico,107
2026-02-10,Cerveza Pacifico,74
2025-01-18,Cerveza Pacifico,109
2025-07-31,Bloqueador Solar,32
2025-07-23,Bloqueador Solar,31
2024-11-03,Hielo en Bolsa,83
2025-12-19,Hielo en Bolsa,105
2026-01-13,Hielo en Bolsa,36
2025-04-20,Cerveza Pacifico,119
2024-03-20,Hielo en Bolsa,61
2025-06-03,Hielo en Bolsa,55
2026-01-29,Bloqueador Solar,34
2025-05-16,Bloqueador Solar,71
2025-03-20,Hielo en Bolsa,49
2024-08-31,Cerveza Pacifico,118
2025-09-01,Cerveza Pacifico,65
2024-06-06,Bloqueador Solar,41
2025-04-11,Hielo en Bolsa,253
2024-02-05,Bloqueador Solar,29
2025-08-04,Bloqueador Solar,40
2025-05-30,Hielo en Bolsa,103
2024-02-02,Cerveza Pacifico,112
2024-02-09,Hielo en Bolsa,104
2025-07-20,Bloqueador Solar,89
2024-11-23,Cerveza Pacifico,136
2025-10-14,Bloqueador Solar,27
2025-03-30,Bloqueador Solar,79
2024-06-13,Bloqueador Solar,16
2024-01-21,Hielo en Bolsa,84
2025-03-15,Bloqueador Solar,67
2024-06-27,Cerveza Pacifico,94
2024-04-30,Hielo en Bolsa,56
2025-03-20,Cerveza Pacifico,93
2024-05-17,Bloqueador Solar,89
2025-05-10,Hielo en Bolsa,93
2024-07-28,Bloqueador Solar,63
2024-11-19,Bloqueador Solar,49
2026-01-14,Hielo en Bolsa,38
2025-02-02,Hielo en Bolsa,93
2024-05-13,Bloqueador Solar,49
2025-08-09,Bloqueador Solar,84
2024-01-08,Bloqueador Solar,31
2024-05-24,Cerveza Pacifico,125
2025-05-19,Hielo en Bolsa,68
2024-02-05,Cerveza Pacifico,77
2025-12-28,Cerveza Pacifico,136
2025-06-20,Cerveza Pacifico,139
2025-09-27,Cerveza Pacifico,109
2024-03-09,Bloqueador Solar,76
2025-01-18,Hielo en Bolsa,83
2024-02-17,Cerveza Pacifico,248
2024-02-21,Hielo en Bolsa,183
2026-02-02,Cerveza Pacifico,92
2024-11-24,Hielo en Bolsa,75
2025-08-31,Bloqueador Solar,59
2024-10-13,Hielo en Bolsa,91
2024-06-15,Bloqueador Solar,55
2025-10-22,Bloqueador Solar,31
2026-01-20,Bloqueador Solar,31
2025-11-10,Cerveza Pacifico,69
2024-02-06,Bloqueador Solar,39
2025-12-10,Hielo en Bolsa,65
2025-02-03,Bloqueador Solar,46
2024-10-18,Hielo en Bolsa,108
2025-08-01,Hielo en Bolsa,90
2025-03-13,Bloqueador Solar,44
2025-06-30,Cerveza Pacifico,95
2025-11-29,Cerveza Pacifico,130
2025-05-18,Hielo en Bolsa,85
2024-04-10,Bloqueador Solar,199
2024-01-02,Hielo en Bolsa,49
2024-09-06,Cerveza Pacifico,128
2025-09-13,Bloqueador Solar,68
2025-12-28,Hielo en Bolsa,91
2024-12-05,Bloqueador Solar,41
2025-04-06,Bloqueador Solar,220
2024-12-19,Cerveza Pacifico,82
2024-05-11,Bloqueador Solar,70
2025-11-10,Bloqueador Solar,46
2025-09-07,Hielo en Bolsa,80
2025-08-25,Bloqueador Solar,42
2025-09-03,Hielo en Bolsa,41
2025-11-26,Hielo en Bolsa,62
2024-10-14,Cerveza Pacifico,98
2025-03-09,Cerveza Pacifico,114
2025-06-15,Hielo en Bolsa,101
2025-02-17,Bloqueador Solar,151
2025-12-22,Hielo en Bolsa,39
2024-09-01,Cerveza Pacifico,138
2024-12-18,Hielo en Bolsa,46
2025-10-08,Bloqueador Solar,21
2025-04-22,Hielo en Bolsa,69
2024-12-22,Cerveza Pacifico,138
2024-09-24,Hielo en Bolsa,42
2025-08-14,Hielo en Bolsa,49
2024-09-21,Cerveza Pacifico,137
2024-09-25,Cerveza Pacifico,95
2024-08-21,Cerveza Pacifico,83
2025-06-21,Cerveza Pacifico,131
2024-10-24,Hielo en Bolsa,67
2024-08-10,Hielo en Bolsa,84
2024-03-06,Cerveza Pacifico,88
2025-11-18,Bloqueador Solar,17
2025-04-30,Bloqueador Solar,27
2025-08-05,Cerveza Pacifico,78
2024-11-13,Cerveza Pacifico,77
2024-11-07,Cerveza Pacifico,73
2024-10-28,Hielo en Bolsa,68
2024-06-03,Cerveza Pacifico,75
2024-10-02,Bloqueador Solar,24
2024-04-06,Cerveza Pacifico,275
2024-07-15,Hielo en Bolsa,61
2024-01-04,Cerveza Pacifico,74
2025-12-15,Hielo en Bolsa,40
2025-06-23,Cerveza Pacifico,99
2024-05-21,Cerveza Pacifico,85
2024-08-16,Bloqueador Solar,59
2024-12-13,Bloqueador Solar,60
2025-04-18,Cerveza Pacifico,120
2024-05-04,Bloqueador Solar,59
2024-10-15,Cerveza Pacifico,76
2024-09-16,Cerveza Pacifico,95
2024-07-12,Cerveza Pacifico,124
2025-12-10,Bloqueador Solar,16
2025-09-29,Hielo en Bolsa,47
2024-08-25,Hielo en Bolsa,108
2024-08-03,Hielo en Bolsa,83
2024-07-07,Cerveza Pacifico,125
2024-09-28,Hielo en Bolsa,86
2025-05-23,Hielo en Bolsa,91
2025-06-25,Cerveza Pacifico,91
2024-05-22,Cerveza Pacifico,70
2024-12-28,Bloqueador Solar,81
2025-11-24,Bloqueador Solar,47
2025-12-23,Hielo en Bolsa,50
2026-02-16,Cerveza Pacifico,186
2025-05-27,Bloqueador Solar,47
2024-12-31,Hielo en Bolsa,66
2024-07-21,Hielo en Bolsa,91
2024-07-27,Bloqueador Solar,83
2026-02-27,Cerveza Pacifico,130
2026-01-15,Hielo en Bolsa,55
2025-05-23,Bloqueador Solar,60
2024-09-22,Hielo en Bolsa,79
2024-04-22,Bloqueador Solar,38
2024-12-15,Hielo en Bolsa,80
2024-12-12,Bloqueador Solar,35
2025-11-30,Bloqueador Solar,78
2024-11-13,Bloqueador Solar,42
2024-03-03,Cerveza Pacifico,114
2026-02-01,Bloqueador Solar,87
2025-08-06,Cerveza Pacifico,95
2025-12-19,Cerveza Pacifico,110
2024-01-28,Cerveza Pacifico,130
2026-02-05,Hielo en Bolsa,52
2025-02-24,Hielo en Bolsa,168
2024-11-18,Hielo en Bolsa,56
2026-01-16,Bloqueador Solar,71
2024-09-02,Cerveza Pacifico,96
2024-08-24,Bloqueador Solar,82
2025-05-04,Cerveza Pacifico,119
2025-06-15,Cerveza Pacifico,139
2025-12-07,Bloqueador Solar,61
2026-02-16,Bloqueador Solar,165
2024-08-01,Bloqueador Solar,40
2024-08-05,Hielo en Bolsa,64
2024-07-07,Hielo en Bolsa,102
2025-06-27,Cerveza Pacifico,107
2025-05-30,Cerveza Pacifico,119
2025-01-13,Bloqueador Solar,29
2024-12-15,Bloqueador Solar,68
2025-03-19,Bloqueador Solar,21
2025-02-12,Bloqueador Solar,25
2025-12-01,Cerveza Pacifico,77
2024-03-25,Cerveza Pacifico,79
2025-01-01,Hielo en Bolsa,36
2024-12-20,Hielo en Bolsa,97
2025-08-06,Hielo en Bolsa,65
2024-11-09,Cerveza Pacifico,111
2025-07-28,Hielo en Bolsa,62
2025-07-25,Hielo en Bolsa,85
2025-08-23,Bloqueador Solar,65
2025-03-02,Cerveza Pacifico,133
2025-07-29,Hielo en Bolsa,42
2024-01-21,Bloqueador Solar,74
2024-12-09,Hielo en Bolsa,67
2024-11-15,Hielo en Bolsa,89
2025-09-18,Cerveza Pacifico,81
2025-10-05,Cerveza Pacifico,114
2025-04-17,Bloqueador Solar,49
2025-03-15,Cerveza Pacifico,130
2024-07-01,Cerveza Pacifico,84
2026-01-03,Hielo en Bolsa,108
2024-05-10,Bloqueador Solar,74
2026-02-03,Bloqueador Solar,31
2025-10-08,Cerveza Pacifico,91
2024-03-16,Cerveza Pacifico,121
2024-06-18,Cerveza Pacifico,88
2025-02-14,Hielo en Bolsa,101
2026-02-07,Bloqueador Solar,85
2024-08-20,Bloqueador Solar,40
2025-08-06,Bloqueador Solar,23
2025-08-01,Bloqueador Solar,61
2024-05-11,Cerveza Pacifico,113
2024-12-28,Cerveza Pacifico,132
2024-11-24,Bloqueador Solar,87
2024-05-13,Cerveza Pacifico,65
2024-12-16,Hielo en Bolsa,66
2024-12-27,Bloqueador Solar,77
2024-09-16,Bloqueador Solar,38
2024-09-03,Hielo en Bolsa,39
2025-12-21,Hielo en Bolsa,109
2025-06-22,Hielo en Bolsa,90
2025-07-30,Bloqueador Solar,38
2024-11-30,Cerveza Pacifico,108
2024-10-19,Hielo en Bolsa,99
2025-09-05,Cerveza Pacifico,137
2025-01-04,Bloqueador Solar,88
2024-03-13,Cerveza Pacifico,78
2024-04-02,Bloqueador Solar,196
2025-12-06,Hielo en Bolsa,75
2024-08-22,Bloqueador Solar,47
2024-03-27,Cerveza Pacifico,74
2024-06-28,Hielo en Bolsa,100
2024-07-31,Hielo en Bolsa,51
2024-11-05,Hielo en Bolsa,68
2024-02-19,Bloqueador Solar,140
2026-01-10,Bloqueador Solar,69
2025-04-13,Hielo en Bolsa,250
2025-09-07,Cerveza Pacifico,127
2024-01-08,Cerveza Pacifico,65
2025-03-05,Bloqueador Solar,36
2025-11-11,Bloqueador Solar,40
2024-06-13,Cerveza Pacifico,77
2025-04-15,Bloqueador Solar,183
2025-09-26,Bloqueador Solar,76
2024-10-30,Bloqueador Solar,18
2024-03-25,Hielo en Bolsa,40
2025-02-14,Bloqueador Solar,76
2025-10-26,Bloqueador Solar,77
2026-02-10,Bloqueador Solar,28
2024-01-09,Cerveza Pacifico,91
2025-01-17,Hielo en Bolsa,101
2025-05-31,Bloqueador Solar,72
2024-08-07,Hielo en Bolsa,36
2025-04-02,Cerveza Pacifico,228
2024-09-17,Bloqueador Solar,22
2026-01-29,Cerveza Pacifico,90
2024-02-12,Hielo en Bolsa,45
2025-10-29,Hielo en Bolsa,57
2025-11-21,Hielo en Bolsa,81
2024-02-02,Hielo en Bolsa,89
2024-06-19,Bloqueador Solar,39
2024-06-30,Cerveza Pacifico,127
2024-08-15,Cerveza Pacifico,76
2025-05-20,Cerveza Pacifico,79
2025-08-05,Bloqueador Solar,20
2025-08-20,Bloqueador Solar,40
2024-10-31,Cerveza Pacifico,96
2025-01-20,Cerveza Pacifico,96
2025-10-29,Bloqueador Solar,49
2024-01-16,Bloqueador Solar,48
2025-12-27,Hielo en Bolsa,105
2024-12-09,Bloqueador Solar,28
2025-12-09,Bloqueador Solar,36
2025-04-10,Cerveza Pacifico,229
2024-05-21,Hielo en Bolsa,40
2024-02-04,Cerveza Pacifico,118
2024-04-27,Hielo en Bolsa,93
2025-03-28,Cerveza Pacifico,113
2024-04-19,Bloqueador Solar,78
2024-09-08,Bloqueador Solar,77
2025-03-16,Cerveza Pacifico,118
2024-10-28,Cerveza Pacifico,78
2025-09-16,Hielo en Bolsa,68
2024-12-06,Cerveza Pacifico,124
2025-03-20,Bloqueador Solar,42
2025-06-14,Bloqueador Solar,82
2024-08-11,Bloqueador Solar,80
2025-05-19,Bloqueador Solar,47
2026-01-19,Cerveza Pacifico,89
2024-01-29,Bloqueador Solar,33
2026-01-22,Hielo en Bolsa,57
2024-03-02,Bloqueador Solar,89
2024-10-29,Cerveza Pacifico,72
2025-06-12,Bloqueador Solar,31
2024-04-10,Hielo en Bolsa,194
2025-10-31,Hielo en Bolsa,77
2024-05-11,Hielo en Bolsa,103
2024-04-01,Bloqueador Solar,188
2025-07-30,Hielo en Bolsa,51
2024-04-18,Hielo en Bolsa,49
2024-04-03,Bloqueador Solar,170
2025-01-12,Bloqueador Solar,55
2024-03-17,Hielo en Bolsa,79
2025-12-25,Hielo en Bolsa,56
2026-02-12,Bloqueador Solar,45
2024-12-18,Bloqueador Solar,16
2024-06-22,Cerveza Pacifico,138
2025-07-31,Cerveza Pacifico,66
2024-08-01,Cerveza Pacifico,81
2025-01-16,Cerveza Pacifico,71
2024-06-25,Bloqueador Solar,31
2024-10-12,Cerveza Pacifico,108
2024-01-05,Bloqueador Solar,64
2024-07-17,Bloqueador Solar,48
2026-02-13,Bloqueador Solar,66
2024-11-17,Cerveza Pacifico,138
2024-03-04,Cerveza Pacifico,82
2024-05-20,Hielo en Bolsa,52
2024-04-27,Bloqueador Solar,68
2026-01-02,Bloqueador Solar,61
2025-10-03,Bloqueador Solar,59
2025-09-12,Hielo en Bolsa,89
2025-08-24,Cerveza Pacifico,134
2025-03-23,Cerveza Pacifico,124
2025-07-18,Hielo en Bolsa,99
2024-02-21,Cerveza Pacifico,206
2025-01-28,Cerveza Pacifico,84
2025-08-26,Bloqueador Solar,31
2025-06-18,Bloqueador Solar,20
2025-09-16,Cerveza Pacifico,87
2024-05-22,Bloqueador Solar,29
2025-06-12,Hielo en Bolsa,63
2024-08-29,Bloqueador Solar,16
2025-10-30,Cerveza Pacifico,89
2025-01-15,Hielo en Bolsa,37
2024-04-29,Cerveza Pacifico,96
2024-01-04,Hielo en Bolsa,42
2024-04-22,Hielo en Bolsa,54
2025-03-24,Hielo en Bolsa,45
2025-12-17,Hielo en Bolsa,44
2025-01-05,Hielo en Bolsa,82
2024-05-16,Cerveza Pacifico,87
2024-11-14,Hielo en Bolsa,48
2024-01-10,Hielo en Bolsa,62
2024-11-06,Hielo en Bolsa,45
2025-05-15,Bloqueador Solar,20
2025-03-29,Hielo en Bolsa,103
2024-08-24,Cerveza Pacifico,123
2025-07-10,Cerveza Pacifico,70
2025-03-10,Cerveza Pacifico,95
2025-09-24,Bloqueador Solar,42
2025-01-19,Hielo en Bolsa,77
2024-02-26,Cerveza Pacifico,69
2025-07-05,Hielo en Bolsa,100
2025-11-18,Hielo en Bolsa,63
2025-05-03,Bloqueador Solar,80
2025-07-16,Cerveza Pacifico,95
2025-07-24,Bloqueador Solar,16
2025-08-07,Bloqueador Solar,32
2025-06-01,Hielo en Bolsa,79
2024-01-31,Bloqueador Solar,47
2024-12-13,Cerveza Pacifico,118
2024-05-09,Bloqueador Solar,42
2024-03-07,Hielo en Bolsa,61
2025-11-01,Cerveza Pacifico,121
2025-12-14,Hielo en Bolsa,84
2024-02-23,Bloqueador Solar,207
2024-03-19,Bloqueador Solar,19
2025-05-26,Cerveza Pacifico,81
2024-04-23,Bloqueador Solar,49
2024-08-05,Bloqueador Solar,45
2024-01-14,Hielo en Bolsa,85
2024-12-24,Bloqueador Solar,18
2024-04-26,Bloqueador Solar,70
2024-09-21,Bloqueador Solar,60
2025-05-05,Hielo en Bolsa,37
2024-10-12,Hielo en Bolsa,79
2025-06-20,Hielo en Bolsa,87
2025-07-16,Hielo en Bolsa,45
2025-03-08,Hielo en Bolsa,106
2024-05-18,Cerveza Pacifico,105
2024-11-10,Hielo en Bolsa,109
2024-07-12,Hielo en Bolsa,96
2024-04-21,Hielo en Bolsa,90
2025-01-10,Hielo en Bolsa,92
2024-06-28,Bloqueador Solar,85
2025-08-13,Bloqueador Solar,41
2025-11-12,Cerveza Pacifico,92
2024-07-05,Cerveza Pacifico,128
2024-03-10,Hielo en Bolsa,98
2024-09-18,Cerveza Pacifico,66
2025-01-11,Hielo en Bolsa,82
2024-05-09,Hielo en Bolsa,47
2024-08-23,Hielo en Bolsa,100
2025-05-10,Cerveza Pacifico,114
2025-08-01,Cerveza Pacifico,122
2025-02-12,Hielo en Bolsa,63
2024-08-24,Hielo en Bolsa,98
2024-02-13,Bloqueador Solar,16
2024-02-12,Bloqueador Solar,47
2024-01-29,Hielo en Bolsa,67
2025-05-06,Cerveza Pacifico,70
2025-02-16,Hielo en Bolsa,195
2025-02-13,Hielo en Bolsa,53
2024-05-03,Hielo en Bolsa,83
2024-02-25,Cerveza Pacifico,229
2025-07-03,Bloqueador Solar,40
2024-10-08,Hielo en Bolsa,57
2026-01-28,Hielo en Bolsa,35
2025-12-14,Bloqueador Solar,57
2024-02-29,Hielo en Bolsa,63
2024-01-01,Cerveza Pacifico,87
2025-05-13,Cerveza Pacifico,77
2024-04-07,Cerveza Pacifico,265
2026-01-08,Cerveza Pacifico,69
2024-04-16,Bloqueador Solar,30
2025-05-26,Bloqueador Solar,21
2025-04-12,Cerveza Pacifico,262
2024-05-30,Bloqueador Solar,27
2024-11-16,Cerveza Pacifico,134
2024-10-17,Hielo en Bolsa,60
2024-03-12,Bloqueador Solar,49
2025-03-01,Bloqueador Solar,58
2025-04-17,Cerveza Pacifico,72
2025-06-06,Cerveza Pacifico,138
2026-02-22,Hielo en Bolsa,222
2025-04-27,Hielo en Bolsa,82
2025-03-03,Bloqueador Solar,28
2025-07-08,Bloqueador Solar,26
2024-07-08,Bloqueador Solar,25
2024-10-01,Hielo en Bolsa,59
2025-10-05,Bloqueador Solar,84
2025-07-22,Cerveza Pacifico,96
2024-01-27,Cerveza Pacifico,112
2025-02-05,Bloqueador Solar,36
2025-09-27,Bloqueador Solar,79
2025-05-15,Hielo en Bolsa,54
2024-11-19,Hielo en Bolsa,39
2025-10-11,Bloqueador Solar,66
2024-07-16,Hielo en Bolsa,42
2024-09-26,Bloqueador Solar,39
2024-09-22,Bloqueador Solar,62
2025-03-23,Bloqueador Solar,85
2025-04-09,Cerveza Pacifico,242
2024-01-20,Hielo en Bolsa,96
2025-11-11,Hielo en Bolsa,68
2025-01-13,Hielo en Bolsa,54
2025-09-04,Cerveza Pacifico,96
2025-11-12,Bloqueador Solar,29
2025-01-29,Cerveza Pacifico,88
2025-01-26,Hielo en Bolsa,79
2024-08-17,Hielo en Bolsa,85
2025-01-24,Hielo en Bolsa,105
2025-01-01,Bloqueador Solar,15
2024-02-07,Cerveza Pacifico,89
2025-03-22,Hielo en Bolsa,93
2026-01-07,Hielo en Bolsa,48
2024-03-06,Hielo en Bolsa,69
2024-07-17,Cerveza Pacifico,89
2025-01-06,Hielo en Bolsa,39
2025-02-27,Hielo en Bolsa,36
2025-06-01,Cerveza Pacifico,125
2025-08-23,Hielo en Bolsa,85
2026-02-22,Bloqueador Solar,188
2024-11-07,Hielo en Bolsa,51
2025-06-07,Bloqueador Solar,84
2025-01-03,Hielo en Bolsa,81
2024-02-12,Cerveza Pacifico,77
2026-02-18,Bloqueador Solar,151
2025-07-12,Bloqueador Solar,69
2025-04-19,Bloqueador Solar,56
2024-05-18,Hielo en Bolsa,93
2025-12-21,Bloqueador Solar,67
2026-01-23,Cerveza Pacifico,105
2024-11-19,Cerveza Pacifico,86
2024-03-05,Cerveza Pacifico,88
2024-06-08,Bloqueador Solar,80
2024-11-12,Bloqueador Solar,49
2025-04-25,Cerveza Pacifico,135
2025-04-05,Cerveza Pacifico,266
2024-01-25,Hielo en Bolsa,42
2025-09-30,Bloqueador Solar,45
2024-10-09,Hielo en Bolsa,44
2025-08-04,Hielo en Bolsa,58
2024-09-12,Hielo en Bolsa,52
2025-06-13,Bloqueador Solar,74
2025-06-21,Bloqueador Solar,83
2025-05-08,Hielo en Bolsa,46
2025-10-19,Bloqueador Solar,55
2025-04-26,Bloqueador Solar,70
2025-05-16,Cerveza Pacifico,111
2025-12-02,Bloqueador Solar,34
2025-08-16,Bloqueador Solar,71
2025-07-04,Cerveza Pacifico,112
2025-12-29,Hielo en Bolsa,57
2025-10-18,Bloqueador Solar,58
2024-11-24,Cerveza Pacifico,110
2026-01-03,Bloqueador Solar,79
2024-01-02,Cerveza Pacifico,86
2026-01-18,Cerveza Pacifico,119
2025-12-19,Bloqueador Solar,70
2024-12-29,Hielo en Bolsa,103
2025-04-08,Hielo en Bolsa,187
2026-01-24,Hielo en Bolsa,94
2024-06-02,Bloqueador Solar,74
2025-06-23,Hielo en Bolsa,57
2024-03-12,Hielo en Bolsa,39
2024-07-11,Cerveza Pacifico,65
2024-01-26,Bloqueador Solar,61
2024-10-01,Cerveza Pacifico,99
2024-03-26,Cerveza Pacifico,97
2024-03-08,Bloqueador Solar,79
2024-04-25,Hielo en Bolsa,49
2026-01-07,Cerveza Pacifico,96
2025-04-16,Cerveza Pacifico,84
2025-12-08,Hielo en Bolsa,63
2025-12-01,Bloqueador Solar,29
2025-07-15,Hielo en Bolsa,44
2025-05-14,Hielo en Bolsa,42
2024-07-30,Cerveza Pacifico,97
2025-12-31,Hielo en Bolsa,44
2025-06-26,Bloqueador Solar,47
2025-04-01,Bloqueador Solar,179
2024-12-28,Hielo en Bolsa,106
2025-01-15,Bloqueador Solar,29
2025-02-25,Hielo en Bolsa,162
2025-10-17,Bloqueador Solar,89
2025-03-19,Cerveza Pacifico,69
2025-05-09,Bloqueador Solar,65
2025-03-27,Bloqueador Solar,22
2025-12-14,Cerveza Pacifico,129
2025-08-30,Bloqueador Solar,86
2026-02-05,Cerveza Pacifico,88
2025-04-30,Hielo en Bolsa,68
2025-11-30,Cerveza Pacifico,130
2025-06-16,Cerveza Pacifico,76
2024-09-14,Hielo en Bolsa,76
2025-09-09,Hielo en Bolsa,52
2024-12-04,Cerveza Pacifico,96
2024-12-08,Hielo en Bolsa,90
2024-07-02,Cerveza Pacifico,87
2025-11-09,Hielo en Bolsa,86
2025-09-30,Hielo en Bolsa,42
2024-03-14,Hielo en Bolsa,65
2025-03-03,Hielo en Bolsa,40
2024-06-09,Bloqueador Solar,60
2025-02-23,Bloqueador Solar,187
2024-03-19,Hielo en Bolsa,43
2025-07-09,Cerveza Pacifico,87
2026-02-07,Cerveza Pacifico,124
2024-11-08,Cerveza Pacifico,122
2025-03-17,Cerveza Pacifico,98
2025-08-19,Cerveza Pacifico,94
2024-04-27,Cerveza Pacifico,107
2024-10-04,Hielo en Bolsa,97
2024-05-10,Cerveza Pacifico,110
2024-01-28,Hielo en Bolsa,81
2025-02-05,Hielo en Bolsa,43
2026-01-19,Bloqueador Solar,48
2025-12-15,Bloqueador Solar,18
2024-12-11,Cerveza Pacifico,78
2024-11-01,Bloqueador Solar,86
2025-08-07,Cerveza Pacifico,74
2024-04-19,Cerveza Pacifico,111
2024-09-25,Hielo en Bolsa,59
2024-10-08,Cerveza Pacifico,92
2025-04-24,Bloqueador Solar,27
2024-08-17,Bloqueador Solar,66
2025-08-14,Cerveza Pacifico,92
2025-01-02,Cerveza Pacifico,80
2025-10-20,Cerveza Pacifico,98
2025-03-26,Cerveza Pacifico,92
2025-09-04,Bloqueador Solar,44
